X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.740000E+01   0.740000E+01   0.593000E+04   0.593000E+04   0.588706E+04   0.429433E+02   0.185507E+00
   0.770000E+01   0.770000E+01   0.627800E+04   0.627800E+04   0.622057E+04   0.574289E+02   0.119101E+00
   0.772000E+01   0.772000E+01   0.642300E+04   0.642300E+04   0.624306E+04   0.179943E+03   0.365122E+00
   0.785000E+01   0.785000E+01   0.614800E+04   0.614800E+04   0.638998E+04  -0.241976E+03  -0.101126E+01
   0.786000E+01   0.786000E+01   0.618700E+04   0.618700E+04   0.640133E+04  -0.214332E+03  -0.450570E+00
   0.964000E+01   0.964000E+01   0.930200E+04   0.930200E+04   0.866319E+04   0.638809E+03   0.133381E+01
   0.972000E+01   0.972000E+01   0.955500E+04   0.955500E+04   0.877885E+04   0.776152E+03   0.157966E+01
   0.990000E+01   0.990000E+01   0.957800E+04   0.957800E+04   0.904293E+04   0.535071E+03   0.735354E+00
   0.984000E+01   0.984000E+01   0.923300E+04   0.923300E+04   0.895432E+04   0.278684E+03   0.396962E+00
   0.717000E+01   0.717000E+01   0.595000E+04   0.595000E+04   0.563619E+04   0.313811E+03   0.685715E+00
   0.735000E+01   0.735000E+01   0.609300E+04   0.609300E+04   0.583216E+04   0.260838E+03   0.110282E+01
   0.765000E+01   0.765000E+01   0.617800E+04   0.617800E+04   0.616449E+04   0.135063E+02   0.284455E-01
   0.105000E+02   0.105000E+02   0.110290E+05   0.110290E+05   0.996016E+04   0.106884E+04   0.189408E+01
   0.103800E+02   0.103800E+02   0.108830E+05   0.108830E+05   0.977229E+04   0.111071E+04   0.199408E+01
   0.325000E+01   0.325000E+01   0.197400E+04   0.197400E+04   0.214114E+04  -0.167141E+03  -0.150800E+01
   0.328000E+01   0.328000E+01   0.197400E+04   0.197400E+04   0.216352E+04  -0.189521E+03  -0.110444E+01
   0.329000E+01   0.329000E+01   0.212800E+04   0.212800E+04   0.217100E+04  -0.430017E+02  -0.375988E+00
   0.331000E+01   0.331000E+01   0.222000E+04   0.222000E+04   0.218599E+04   0.340079E+02   0.329934E+00
   0.501000E+01   0.501000E+01   0.357000E+04   0.357000E+04   0.359980E+04  -0.297960E+02  -0.191408E+00
   0.500000E+01   0.500000E+01   0.353200E+04   0.353200E+04   0.359070E+04  -0.587028E+02  -0.379760E+00
   0.500000E+01   0.500000E+01   0.353200E+04   0.353200E+04   0.359070E+04  -0.587028E+02  -0.458259E+00
   0.355000E+01   0.355000E+01   0.242900E+04   0.242900E+04   0.236896E+04   0.600396E+02   0.563141E+00
   0.357000E+01   0.357000E+01   0.242100E+04   0.242100E+04   0.238446E+04   0.365371E+02   0.342892E+00
   0.520000E+01   0.520000E+01   0.382200E+04   0.382200E+04   0.377425E+04   0.477527E+02   0.357048E+00
   0.396000E+01   0.396000E+01   0.278500E+04   0.278500E+04   0.269448E+04   0.905161E+02   0.800983E+00
   0.416000E+01   0.416000E+01   0.305300E+04   0.305300E+04   0.285909E+04   0.193914E+03   0.164637E+01
   0.280000E+01   0.280000E+01   0.186600E+04   0.186600E+04   0.181634E+04   0.496625E+02   0.510845E+00
   0.164000E+01   0.164000E+01   0.110000E+04   0.110000E+04   0.107819E+04   0.218108E+02   0.251720E+00
   0.163000E+01   0.163000E+01   0.108900E+04   0.108900E+04   0.107248E+04   0.165190E+02   0.190888E+00
   0.149000E+01   0.149000E+01   0.103500E+04   0.103500E+04   0.993802E+03   0.411983E+02   0.480141E+00
   0.373000E+01   0.373000E+01   0.240600E+04   0.240600E+04   0.250988E+04  -0.103882E+03  -0.972842E+00
   0.369000E+01   0.369000E+01   0.228600E+04   0.228600E+04   0.247829E+04  -0.192295E+03  -0.183123E+01
   0.198000E+01   0.198000E+01   0.130300E+04   0.130300E+04   0.127913E+04   0.238721E+02   0.267684E+00
   0.196000E+01   0.196000E+01   0.126000E+04   0.126000E+04   0.126694E+04  -0.694357E+01  -0.782417E-01
   0.842000E+01   0.842000E+01   0.675900E+04   0.675900E+04   0.718893E+04  -0.429928E+03  -0.214363E+01
   0.831000E+01   0.831000E+01   0.652000E+04   0.652000E+04   0.705871E+04  -0.538707E+03  -0.275907E+01
   0.301000E+01   0.301000E+01   0.195000E+04   0.195000E+04   0.196535E+04  -0.153474E+02  -0.155355E+00
   0.103000E+01   0.103000E+01   0.762000E+03   0.762000E+03   0.751946E+03   0.100537E+02   0.121126E+00
   0.746000E+01   0.746000E+01   0.591800E+04   0.591800E+04   0.608379E+04  -0.165786E+03  -0.918595E+00
   0.424000E+01   0.424000E+01   0.303200E+04   0.303200E+04   0.292598E+04   0.106023E+03   0.901101E+00
   0.208000E+01   0.208000E+01   0.132700E+04   0.132700E+04   0.134072E+04  -0.137216E+02  -0.153069E+00
   0.635000E+01   0.635000E+01   0.485000E+04   0.485000E+04   0.489660E+04  -0.466020E+02  -0.298516E+00
   0.619000E+01   0.619000E+01   0.463000E+04   0.463000E+04   0.473376E+04  -0.103756E+03  -0.685153E+00
   0.620000E+01   0.620000E+01   0.463000E+04   0.463000E+04   0.474387E+04  -0.113871E+03  -0.751815E+00
   0.581000E+01   0.581000E+01   0.429500E+04   0.429500E+04   0.435558E+04  -0.605758E+02  -0.420488E+00
   0.502000E+01   0.502000E+01   0.363000E+04   0.363000E+04   0.360890E+04   0.211019E+02   0.162503E+00
   0.201000E+01   0.201000E+01   0.139400E+04   0.139400E+04   0.129749E+04   0.965114E+02   0.107106E+01
   0.203000E+01   0.203000E+01   0.141400E+04   0.141400E+04   0.130979E+04   0.104215E+03   0.115345E+01
   0.157000E+01   0.157000E+01   0.109000E+04   0.109000E+04   0.103848E+04   0.515217E+02   0.596257E+00
   0.348000E+01   0.348000E+01   0.219800E+04   0.219800E+04   0.231501E+04  -0.117009E+03  -0.113335E+01
   0.336000E+01   0.336000E+01   0.208200E+04   0.208200E+04   0.222364E+04  -0.141642E+03  -0.139692E+01
   0.391000E+01   0.391000E+01   0.280900E+04   0.280900E+04   0.265392E+04   0.155076E+03   0.136942E+01
   0.433000E+01   0.433000E+01   0.320500E+04   0.320500E+04   0.300194E+04   0.203060E+03   0.168191E+01
   0.437000E+01   0.437000E+01   0.322100E+04   0.322100E+04   0.303594E+04   0.185058E+03   0.152807E+01
   0.677000E+01   0.677000E+01   0.545100E+04   0.545100E+04   0.533410E+04   0.116897E+03   0.691128E+00
