b1_1           b1_2           b1_3           b1_4           b1_5           b1_6           b1_7           b1_8           b1_9           b1_10          a1             c1             b2_1           b2_2           b2_3           b2_4           b2_5           b2_6           b2_7           b2_8           b2_9           b2_10          a2             c2             Y1_gamma1      Y1_gamma2      LogPost        k1_1           k2_1           ktype1_1       ktype2_1       k1_2           k2_2           ktype1_2       ktype2_2       k1_3           k2_3           ktype1_3       ktype2_3       k1_4           k2_4           ktype1_4       ktype2_4       k1_5           k2_5           ktype1_5       ktype2_5       k1_6           k2_6           ktype1_6       ktype2_6       k1_7           k2_7           ktype1_7       ktype2_7       k1_8           k2_8           ktype1_8       ktype2_8       k1_9           k2_9           ktype1_9       ktype2_9       
  -0.288338E+01  -0.259492E+01  -0.226942E+01  -0.300276E+01  -0.276119E+01  -0.264156E+01  -0.257853E+01  -0.248237E+01  -0.264731E+01  -0.241697E+01   0.111528E+03   0.167424E+01  -0.423955E-01   0.590188E+00   0.644807E+00   0.596709E+00   0.650170E+00   0.855565E+00   0.782699E+00   0.948967E+00   0.104296E+01   0.139077E+01   0.181592E+03   0.163328E+01   0.490360E+01   0.599916E-02  -0.136937E+04  -0.259492E+01   0.590188E+00   0.000000E+00   0.000000E+00  -0.226942E+01   0.644807E+00   0.000000E+00   0.000000E+00  -0.300276E+01   0.596709E+00   0.000000E+00   0.000000E+00  -0.276119E+01   0.650170E+00   0.000000E+00   0.000000E+00  -0.264156E+01   0.855565E+00   0.000000E+00   0.000000E+00  -0.257853E+01   0.782699E+00   0.000000E+00   0.000000E+00  -0.248237E+01   0.948967E+00   0.000000E+00   0.000000E+00  -0.264731E+01   0.104296E+01   0.000000E+00   0.000000E+00  -0.241697E+01   0.139077E+01   0.000000E+00   0.000000E+00
  -0.319729E+01  -0.267255E+01  -0.202877E+01  -0.291690E+01  -0.281551E+01  -0.275417E+01  -0.260373E+01  -0.250864E+01  -0.262692E+01  -0.237802E+01   0.112303E+03   0.167220E+01   0.318633E-01   0.422432E+00   0.592156E+00   0.522151E+00   0.901165E+00   0.111826E+01   0.873994E+00   0.108547E+01   0.112261E+01   0.136756E+01   0.188289E+03   0.166728E+01   0.413162E+00   0.581449E-02  -0.137062E+04  -0.267255E+01   0.422432E+00   0.000000E+00   0.000000E+00  -0.202877E+01   0.592156E+00   0.000000E+00   0.000000E+00  -0.291690E+01   0.522151E+00   0.000000E+00   0.000000E+00  -0.281551E+01   0.901165E+00   0.000000E+00   0.000000E+00  -0.275417E+01   0.111826E+01   0.000000E+00   0.000000E+00  -0.260373E+01   0.873994E+00   0.000000E+00   0.000000E+00  -0.250864E+01   0.108547E+01   0.000000E+00   0.000000E+00  -0.262692E+01   0.112261E+01   0.000000E+00   0.000000E+00  -0.237802E+01   0.136756E+01   0.000000E+00   0.000000E+00
  -0.302958E+01  -0.264950E+01  -0.211538E+01  -0.300864E+01  -0.276382E+01  -0.280073E+01  -0.284734E+01  -0.248743E+01  -0.257991E+01  -0.237648E+01   0.112618E+03   0.167220E+01   0.436808E+00   0.718777E+00   0.791081E+00   0.660826E+00   0.862357E+00   0.742072E+00   0.907627E+00   0.109494E+01   0.111441E+01   0.157236E+01   0.191265E+03   0.163795E+01   0.357764E+00   0.815338E-02  -0.136976E+04  -0.264950E+01   0.718777E+00   0.000000E+00   0.000000E+00  -0.211538E+01   0.791081E+00   0.000000E+00   0.000000E+00  -0.300864E+01   0.660826E+00   0.000000E+00   0.000000E+00  -0.276382E+01   0.862357E+00   0.000000E+00   0.000000E+00  -0.280073E+01   0.742072E+00   0.000000E+00   0.000000E+00  -0.284734E+01   0.907627E+00   0.000000E+00   0.000000E+00  -0.248743E+01   0.109494E+01   0.000000E+00   0.000000E+00  -0.257991E+01   0.111441E+01   0.000000E+00   0.000000E+00  -0.237648E+01   0.157236E+01   0.000000E+00   0.000000E+00
  -0.287400E+01  -0.282129E+01  -0.207545E+01  -0.297796E+01  -0.276382E+01  -0.291245E+01  -0.283292E+01  -0.250789E+01  -0.264482E+01  -0.244933E+01   0.112583E+03   0.166030E+01   0.490097E+00   0.436046E+00   0.561496E+00   0.471373E+00   0.797672E+00   0.775172E+00   0.102986E+01   0.105235E+01   0.109785E+01   0.139631E+01   0.206856E+03   0.164962E+01   0.520993E+01   0.160110E-03  -0.136465E+04  -0.282129E+01   0.436046E+00   0.000000E+00   0.000000E+00  -0.207545E+01   0.561496E+00   0.000000E+00   0.000000E+00  -0.297796E+01   0.471373E+00   0.000000E+00   0.000000E+00  -0.276382E+01   0.797672E+00   0.000000E+00   0.000000E+00  -0.291245E+01   0.775172E+00   0.000000E+00   0.000000E+00  -0.283292E+01   0.102986E+01   0.000000E+00   0.000000E+00  -0.250789E+01   0.105235E+01   0.000000E+00   0.000000E+00  -0.264482E+01   0.109785E+01   0.000000E+00   0.000000E+00  -0.244933E+01   0.139631E+01   0.000000E+00   0.000000E+00
  -0.255057E+01  -0.301698E+01  -0.219590E+01  -0.301137E+01  -0.275911E+01  -0.287700E+01  -0.293697E+01  -0.249585E+01  -0.266655E+01  -0.234052E+01   0.114736E+03   0.163632E+01   0.564699E+00   0.526169E+00   0.756741E+00   0.530622E+00   0.513177E+00   0.659670E+00   0.806297E+00   0.905930E+00   0.995081E+00   0.113892E+01   0.198961E+03   0.162312E+01   0.252494E+01   0.821549E-02  -0.136855E+04  -0.301698E+01   0.526169E+00   0.000000E+00   0.000000E+00  -0.219590E+01   0.756741E+00   0.000000E+00   0.000000E+00  -0.301137E+01   0.530622E+00   0.000000E+00   0.000000E+00  -0.275911E+01   0.513177E+00   0.000000E+00   0.000000E+00  -0.287700E+01   0.659670E+00   0.000000E+00   0.000000E+00  -0.293697E+01   0.806297E+00   0.000000E+00   0.000000E+00  -0.249585E+01   0.905930E+00   0.000000E+00   0.000000E+00  -0.266655E+01   0.995081E+00   0.000000E+00   0.000000E+00  -0.234052E+01   0.113892E+01   0.000000E+00   0.000000E+00
  -0.359947E+01  -0.332387E+01  -0.215006E+01  -0.298702E+01  -0.279579E+01  -0.276693E+01  -0.258358E+01  -0.248749E+01  -0.261843E+01  -0.216926E+01   0.113777E+03   0.164324E+01   0.113314E+01   0.903100E+00   0.920999E+00   0.560152E+00   0.719873E+00   0.356454E+00   0.897547E+00   0.896054E+00   0.973265E+00   0.109877E+01   0.210851E+03   0.161753E+01   0.706410E+00   0.160220E-02  -0.137938E+04  -0.332387E+01   0.903100E+00   0.000000E+00   0.000000E+00  -0.215006E+01   0.920999E+00   0.000000E+00   0.000000E+00  -0.298702E+01   0.560152E+00   0.000000E+00   0.000000E+00  -0.279579E+01   0.719873E+00   0.000000E+00   0.000000E+00  -0.276693E+01   0.356454E+00   0.000000E+00   0.000000E+00  -0.258358E+01   0.897547E+00   0.000000E+00   0.000000E+00  -0.248749E+01   0.896054E+00   0.000000E+00   0.000000E+00  -0.261843E+01   0.973265E+00   0.000000E+00   0.000000E+00  -0.216926E+01   0.109877E+01   0.000000E+00   0.000000E+00
  -0.271687E+01  -0.267146E+01  -0.219051E+01  -0.311338E+01  -0.281195E+01  -0.269491E+01  -0.290140E+01  -0.246874E+01  -0.267111E+01  -0.249409E+01   0.112651E+03   0.164654E+01   0.650561E+00   0.477037E+00   0.859360E+00   0.560152E+00   0.681807E+00   0.919153E+00   0.729273E+00   0.801229E+00   0.986493E+00   0.136042E+01   0.191657E+03   0.165000E+01   0.706410E+00   0.160220E-02  -0.137266E+04  -0.267146E+01   0.477037E+00   0.000000E+00   0.000000E+00  -0.219051E+01   0.859360E+00   0.000000E+00   0.000000E+00  -0.311338E+01   0.560152E+00   0.000000E+00   0.000000E+00  -0.281195E+01   0.681807E+00   0.000000E+00   0.000000E+00  -0.269491E+01   0.919153E+00   0.000000E+00   0.000000E+00  -0.290140E+01   0.729273E+00   0.000000E+00   0.000000E+00  -0.246874E+01   0.801229E+00   0.000000E+00   0.000000E+00  -0.267111E+01   0.986493E+00   0.000000E+00   0.000000E+00  -0.249409E+01   0.136042E+01   0.000000E+00   0.000000E+00
  -0.249555E+01  -0.283080E+01  -0.226380E+01  -0.301472E+01  -0.286102E+01  -0.293397E+01  -0.270138E+01  -0.247606E+01  -0.266322E+01  -0.243220E+01   0.112264E+03   0.165135E+01   0.778695E+00   0.477037E+00   0.793320E+00   0.306337E+00   0.809726E+00   0.785882E+00   0.966674E+00   0.880428E+00   0.978237E+00   0.134366E+01   0.185754E+03   0.165000E+01   0.152900E+01   0.165132E-02  -0.137002E+04  -0.283080E+01   0.477037E+00   0.000000E+00   0.000000E+00  -0.226380E+01   0.793320E+00   0.000000E+00   0.000000E+00  -0.301472E+01   0.306337E+00   0.000000E+00   0.000000E+00  -0.286102E+01   0.809726E+00   0.000000E+00   0.000000E+00  -0.293397E+01   0.785882E+00   0.000000E+00   0.000000E+00  -0.270138E+01   0.966674E+00   0.000000E+00   0.000000E+00  -0.247606E+01   0.880428E+00   0.000000E+00   0.000000E+00  -0.266322E+01   0.978237E+00   0.000000E+00   0.000000E+00  -0.243220E+01   0.134366E+01   0.000000E+00   0.000000E+00
  -0.261065E+01  -0.302649E+01  -0.221263E+01  -0.297966E+01  -0.279792E+01  -0.280805E+01  -0.273310E+01  -0.253070E+01  -0.265811E+01  -0.244951E+01   0.111068E+03   0.166042E+01   0.359793E+00   0.434571E+00   0.825247E+00   0.499480E+00   0.647029E+00   0.914413E+00   0.911339E+00   0.955166E+00   0.969535E+00   0.144211E+01   0.185754E+03   0.165000E+01   0.273514E+01   0.627056E-02  -0.136398E+04  -0.302649E+01   0.434571E+00   0.000000E+00   0.000000E+00  -0.221263E+01   0.825247E+00   0.000000E+00   0.000000E+00  -0.297966E+01   0.499480E+00   0.000000E+00   0.000000E+00  -0.279792E+01   0.647029E+00   0.000000E+00   0.000000E+00  -0.280805E+01   0.914413E+00   0.000000E+00   0.000000E+00  -0.273310E+01   0.911339E+00   0.000000E+00   0.000000E+00  -0.253070E+01   0.955166E+00   0.000000E+00   0.000000E+00  -0.265811E+01   0.969535E+00   0.000000E+00   0.000000E+00  -0.244951E+01   0.144211E+01   0.000000E+00   0.000000E+00
  -0.334012E+01  -0.311399E+01  -0.229290E+01  -0.303198E+01  -0.282216E+01  -0.244184E+01  -0.272911E+01  -0.252047E+01  -0.268288E+01  -0.236069E+01   0.110557E+03   0.165749E+01   0.276505E+00   0.614261E+00   0.839938E+00   0.430883E+00   0.704240E+00   0.783379E+00   0.713659E+00   0.861442E+00   0.867417E+00   0.108010E+01   0.185754E+03   0.165175E+01   0.907021E+00   0.159812E-02  -0.136398E+04  -0.311399E+01   0.614261E+00   0.000000E+00   0.000000E+00  -0.229290E+01   0.839938E+00   0.000000E+00   0.000000E+00  -0.303198E+01   0.430883E+00   0.000000E+00   0.000000E+00  -0.282216E+01   0.704240E+00   0.000000E+00   0.000000E+00  -0.244184E+01   0.783379E+00   0.000000E+00   0.000000E+00  -0.272911E+01   0.713659E+00   0.000000E+00   0.000000E+00  -0.252047E+01   0.861442E+00   0.000000E+00   0.000000E+00  -0.268288E+01   0.867417E+00   0.000000E+00   0.000000E+00  -0.236069E+01   0.108010E+01   0.000000E+00   0.000000E+00
  -0.331864E+01  -0.330932E+01  -0.216892E+01  -0.300776E+01  -0.279181E+01  -0.294195E+01  -0.268645E+01  -0.253579E+01  -0.266031E+01  -0.241491E+01   0.110641E+03   0.165333E+01   0.410322E+00   0.276949E+00   0.784624E+00   0.430883E+00   0.469393E+00   0.646737E+00   0.729925E+00   0.769393E+00   0.801231E+00   0.101072E+01   0.170948E+03   0.168332E+01   0.321820E-01   0.382498E-02  -0.136815E+04  -0.330932E+01   0.276949E+00   0.000000E+00   0.000000E+00  -0.216892E+01   0.784624E+00   0.000000E+00   0.000000E+00  -0.300776E+01   0.430883E+00   0.000000E+00   0.000000E+00  -0.279181E+01   0.469393E+00   0.000000E+00   0.000000E+00  -0.294195E+01   0.646737E+00   0.000000E+00   0.000000E+00  -0.268645E+01   0.729925E+00   0.000000E+00   0.000000E+00  -0.253579E+01   0.769393E+00   0.000000E+00   0.000000E+00  -0.266031E+01   0.801231E+00   0.000000E+00   0.000000E+00  -0.241491E+01   0.101072E+01   0.000000E+00   0.000000E+00
  -0.362199E+01  -0.280311E+01  -0.218783E+01  -0.305862E+01  -0.283427E+01  -0.263908E+01  -0.268645E+01  -0.251444E+01  -0.266590E+01  -0.241533E+01   0.111382E+03   0.165622E+01  -0.103263E-01   0.599091E-01   0.473419E+00   0.303245E+00   0.467554E+00   0.685187E+00   0.766496E+00   0.804638E+00   0.901891E+00   0.118733E+01   0.172902E+03   0.168573E+01   0.123948E+01   0.264709E-03  -0.136477E+04  -0.280311E+01   0.599091E-01   0.000000E+00   0.000000E+00  -0.218783E+01   0.473419E+00   0.000000E+00   0.000000E+00  -0.305862E+01   0.303245E+00   0.000000E+00   0.000000E+00  -0.283427E+01   0.467554E+00   0.000000E+00   0.000000E+00  -0.263908E+01   0.685187E+00   0.000000E+00   0.000000E+00  -0.268645E+01   0.766496E+00   0.000000E+00   0.000000E+00  -0.251444E+01   0.804638E+00   0.000000E+00   0.000000E+00  -0.266590E+01   0.901891E+00   0.000000E+00   0.000000E+00  -0.241533E+01   0.118733E+01   0.000000E+00   0.000000E+00
  -0.252523E+01  -0.317378E+01  -0.218783E+01  -0.302512E+01  -0.280258E+01  -0.255339E+01  -0.272187E+01  -0.251042E+01  -0.268526E+01  -0.227414E+01   0.112133E+03   0.165622E+01   0.389160E+00   0.474647E+00   0.703031E+00   0.524224E+00   0.860757E+00   0.777979E+00   0.938339E+00   0.859799E+00   0.856031E+00   0.106411E+01   0.173145E+03   0.168596E+01   0.108414E+01   0.119429E-02  -0.136962E+04  -0.317378E+01   0.474647E+00   0.000000E+00   0.000000E+00  -0.218783E+01   0.703031E+00   0.000000E+00   0.000000E+00  -0.302512E+01   0.524224E+00   0.000000E+00   0.000000E+00  -0.280258E+01   0.860757E+00   0.000000E+00   0.000000E+00  -0.255339E+01   0.777979E+00   0.000000E+00   0.000000E+00  -0.272187E+01   0.938339E+00   0.000000E+00   0.000000E+00  -0.251042E+01   0.859799E+00   0.000000E+00   0.000000E+00  -0.268526E+01   0.856031E+00   0.000000E+00   0.000000E+00  -0.227414E+01   0.106411E+01   0.000000E+00   0.000000E+00
  -0.275740E+01  -0.285135E+01  -0.208716E+01  -0.300476E+01  -0.283589E+01  -0.263599E+01  -0.279933E+01  -0.247976E+01  -0.262622E+01  -0.235751E+01   0.113314E+03   0.166121E+01   0.368993E+00   0.207815E+00   0.635204E+00   0.530996E+00   0.700852E+00   0.626655E+00   0.546104E+00   0.841824E+00   0.753644E+00   0.106411E+01   0.167190E+03   0.163637E+01   0.380368E+01   0.162447E-02  -0.136920E+04  -0.285135E+01   0.207815E+00   0.000000E+00   0.000000E+00  -0.208716E+01   0.635204E+00   0.000000E+00   0.000000E+00  -0.300476E+01   0.530996E+00   0.000000E+00   0.000000E+00  -0.283589E+01   0.700852E+00   0.000000E+00   0.000000E+00  -0.263599E+01   0.626655E+00   0.000000E+00   0.000000E+00  -0.279933E+01   0.546104E+00   0.000000E+00   0.000000E+00  -0.247976E+01   0.841824E+00   0.000000E+00   0.000000E+00  -0.262622E+01   0.753644E+00   0.000000E+00   0.000000E+00  -0.235751E+01   0.106411E+01   0.000000E+00   0.000000E+00
  -0.307750E+01  -0.273894E+01  -0.218115E+01  -0.300955E+01  -0.281985E+01  -0.299058E+01  -0.299312E+01  -0.247976E+01  -0.262283E+01  -0.232292E+01   0.112844E+03   0.165969E+01  -0.145709E+00   0.327068E+00   0.759080E+00   0.348074E+00   0.608732E+00   0.732357E+00   0.957582E+00   0.818640E+00   0.802373E+00   0.105102E+01   0.162816E+03   0.169692E+01   0.419042E+01   0.511450E-03  -0.136833E+04  -0.273894E+01   0.327068E+00   0.000000E+00   0.000000E+00  -0.218115E+01   0.759080E+00   0.000000E+00   0.000000E+00  -0.300955E+01   0.348074E+00   0.000000E+00   0.000000E+00  -0.281985E+01   0.608732E+00   0.000000E+00   0.000000E+00  -0.299058E+01   0.732357E+00   0.000000E+00   0.000000E+00  -0.299312E+01   0.957582E+00   0.000000E+00   0.000000E+00  -0.247976E+01   0.818640E+00   0.000000E+00   0.000000E+00  -0.262283E+01   0.802373E+00   0.000000E+00   0.000000E+00  -0.232292E+01   0.105102E+01   0.000000E+00   0.000000E+00
  -0.244327E+01  -0.275400E+01  -0.222605E+01  -0.301163E+01  -0.276206E+01  -0.270015E+01  -0.280242E+01  -0.247141E+01  -0.267258E+01  -0.233854E+01   0.112188E+03   0.165646E+01   0.622653E+00   0.327068E+00   0.738231E+00   0.407244E+00   0.423843E+00   0.607631E+00   0.792720E+00   0.823664E+00   0.101883E+01   0.121649E+01   0.183133E+03   0.165274E+01   0.521586E+01   0.195166E-02  -0.136481E+04  -0.275400E+01   0.327068E+00   0.000000E+00   0.000000E+00  -0.222605E+01   0.738231E+00   0.000000E+00   0.000000E+00  -0.301163E+01   0.407244E+00   0.000000E+00   0.000000E+00  -0.276206E+01   0.423843E+00   0.000000E+00   0.000000E+00  -0.270015E+01   0.607631E+00   0.000000E+00   0.000000E+00  -0.280242E+01   0.792720E+00   0.000000E+00   0.000000E+00  -0.247141E+01   0.823664E+00   0.000000E+00   0.000000E+00  -0.267258E+01   0.101883E+01   0.000000E+00   0.000000E+00  -0.233854E+01   0.121649E+01   0.000000E+00   0.000000E+00
  -0.330741E+01  -0.279168E+01  -0.204928E+01  -0.304406E+01  -0.284895E+01  -0.268472E+01  -0.276985E+01  -0.250202E+01  -0.263656E+01  -0.246313E+01   0.112428E+03   0.165491E+01  -0.248275E+00   0.315787E+00   0.749692E+00   0.538395E+00   0.567381E+00   0.958098E+00   0.976276E+00   0.885012E+00   0.912379E+00   0.118225E+01   0.181253E+03   0.166115E+01   0.166254E+01   0.893674E-03  -0.136555E+04  -0.279168E+01   0.315787E+00   0.000000E+00   0.000000E+00  -0.204928E+01   0.749692E+00   0.000000E+00   0.000000E+00  -0.304406E+01   0.538395E+00   0.000000E+00   0.000000E+00  -0.284895E+01   0.567381E+00   0.000000E+00   0.000000E+00  -0.268472E+01   0.958098E+00   0.000000E+00   0.000000E+00  -0.276985E+01   0.976276E+00   0.000000E+00   0.000000E+00  -0.250202E+01   0.885012E+00   0.000000E+00   0.000000E+00  -0.263656E+01   0.912379E+00   0.000000E+00   0.000000E+00  -0.246313E+01   0.118225E+01   0.000000E+00   0.000000E+00
  -0.316993E+01  -0.296575E+01  -0.216999E+01  -0.310069E+01  -0.288358E+01  -0.304689E+01  -0.300229E+01  -0.256888E+01  -0.267189E+01  -0.239740E+01   0.110015E+03   0.164945E+01   0.229135E+00   0.283113E+00   0.537255E+00   0.489482E+00   0.779800E+00   0.711234E+00   0.971682E+00   0.932376E+00   0.763754E+00   0.101125E+01   0.181572E+03   0.166406E+01   0.351937E+01   0.353930E-02  -0.137017E+04  -0.296575E+01   0.283113E+00   0.000000E+00   0.000000E+00  -0.216999E+01   0.537255E+00   0.000000E+00   0.000000E+00  -0.310069E+01   0.489482E+00   0.000000E+00   0.000000E+00  -0.288358E+01   0.779800E+00   0.000000E+00   0.000000E+00  -0.304689E+01   0.711234E+00   0.000000E+00   0.000000E+00  -0.300229E+01   0.971682E+00   0.000000E+00   0.000000E+00  -0.256888E+01   0.932376E+00   0.000000E+00   0.000000E+00  -0.267189E+01   0.763754E+00   0.000000E+00   0.000000E+00  -0.239740E+01   0.101125E+01   0.000000E+00   0.000000E+00
  -0.350534E+01  -0.319155E+01  -0.226520E+01  -0.301267E+01  -0.287454E+01  -0.285077E+01  -0.294846E+01  -0.256531E+01  -0.268978E+01  -0.239581E+01   0.110231E+03   0.165085E+01   0.950984E-01   0.420872E+00   0.842858E+00   0.442653E+00   0.773387E+00   0.648312E+00   0.868890E+00   0.881315E+00   0.811119E+00   0.106229E+01   0.170434E+03   0.169835E+01   0.433877E+01   0.424173E-02  -0.136949E+04  -0.319155E+01   0.420872E+00   0.000000E+00   0.000000E+00  -0.226520E+01   0.842858E+00   0.000000E+00   0.000000E+00  -0.301267E+01   0.442653E+00   0.000000E+00   0.000000E+00  -0.287454E+01   0.773387E+00   0.000000E+00   0.000000E+00  -0.285077E+01   0.648312E+00   0.000000E+00   0.000000E+00  -0.294846E+01   0.868890E+00   0.000000E+00   0.000000E+00  -0.256531E+01   0.881315E+00   0.000000E+00   0.000000E+00  -0.268978E+01   0.811119E+00   0.000000E+00   0.000000E+00  -0.239581E+01   0.106229E+01   0.000000E+00   0.000000E+00
  -0.350534E+01  -0.285492E+01  -0.222147E+01  -0.302588E+01  -0.286931E+01  -0.263849E+01  -0.275681E+01  -0.255741E+01  -0.269176E+01  -0.233232E+01   0.110725E+03   0.165142E+01   0.396455E+00   0.194344E+00   0.600742E+00   0.351454E+00   0.630402E+00   0.797370E+00   0.726587E+00   0.877558E+00   0.861598E+00   0.108568E+01   0.177047E+03   0.169835E+01   0.228702E+01   0.293967E-02  -0.136619E+04  -0.285492E+01   0.194344E+00   0.000000E+00   0.000000E+00  -0.222147E+01   0.600742E+00   0.000000E+00   0.000000E+00  -0.302588E+01   0.351454E+00   0.000000E+00   0.000000E+00  -0.286931E+01   0.630402E+00   0.000000E+00   0.000000E+00  -0.263849E+01   0.797370E+00   0.000000E+00   0.000000E+00  -0.275681E+01   0.726587E+00   0.000000E+00   0.000000E+00  -0.255741E+01   0.877558E+00   0.000000E+00   0.000000E+00  -0.269176E+01   0.861598E+00   0.000000E+00   0.000000E+00  -0.233232E+01   0.108568E+01   0.000000E+00   0.000000E+00
  -0.316280E+01  -0.284367E+01  -0.235839E+01  -0.303989E+01  -0.277311E+01  -0.306410E+01  -0.270042E+01  -0.255128E+01  -0.269176E+01  -0.243591E+01   0.110601E+03   0.165142E+01  -0.389227E-01   0.398372E+00   0.532727E+00   0.439630E+00   0.826199E+00   0.797370E+00   0.919510E+00   0.876218E+00   0.916355E+00   0.130899E+01   0.183473E+03   0.168535E+01   0.242223E+01   0.186365E-02  -0.136920E+04  -0.284367E+01   0.398372E+00   0.000000E+00   0.000000E+00  -0.235839E+01   0.532727E+00   0.000000E+00   0.000000E+00  -0.303989E+01   0.439630E+00   0.000000E+00   0.000000E+00  -0.277311E+01   0.826199E+00   0.000000E+00   0.000000E+00  -0.306410E+01   0.797370E+00   0.000000E+00   0.000000E+00  -0.270042E+01   0.919510E+00   0.000000E+00   0.000000E+00  -0.255128E+01   0.876218E+00   0.000000E+00   0.000000E+00  -0.269176E+01   0.916355E+00   0.000000E+00   0.000000E+00  -0.243591E+01   0.130899E+01   0.000000E+00   0.000000E+00
  -0.327332E+01  -0.289630E+01  -0.217590E+01  -0.303065E+01  -0.282979E+01  -0.273538E+01  -0.295210E+01  -0.249773E+01  -0.266893E+01  -0.219798E+01   0.111786E+03   0.165436E+01   0.340852E+00   0.432260E+00   0.997146E+00   0.661599E+00   0.940224E+00   0.797370E+00   0.831787E+00   0.965595E+00   0.901610E+00   0.119595E+01   0.200524E+03   0.165989E+01   0.489167E+01   0.729404E-02  -0.137362E+04  -0.289630E+01   0.432260E+00   0.000000E+00   0.000000E+00  -0.217590E+01   0.997146E+00   0.000000E+00   0.000000E+00  -0.303065E+01   0.661599E+00   0.000000E+00   0.000000E+00  -0.282979E+01   0.940224E+00   0.000000E+00   0.000000E+00  -0.273538E+01   0.797370E+00   0.000000E+00   0.000000E+00  -0.295210E+01   0.831787E+00   0.000000E+00   0.000000E+00  -0.249773E+01   0.965595E+00   0.000000E+00   0.000000E+00  -0.266893E+01   0.901610E+00   0.000000E+00   0.000000E+00  -0.219798E+01   0.119595E+01   0.000000E+00   0.000000E+00
  -0.301955E+01  -0.293226E+01  -0.220614E+01  -0.305564E+01  -0.277101E+01  -0.264544E+01  -0.283632E+01  -0.252867E+01  -0.264864E+01  -0.245152E+01   0.111897E+03   0.165436E+01   0.306558E+00   0.451741E+00   0.103261E+01   0.603300E+00   0.390746E+00   0.769114E+00   0.851018E+00   0.958782E+00   0.974883E+00   0.135491E+01   0.188300E+03   0.166505E+01   0.256203E+01   0.340525E-02  -0.136477E+04  -0.293226E+01   0.451741E+00   0.000000E+00   0.000000E+00  -0.220614E+01   0.103261E+01   0.000000E+00   0.000000E+00  -0.305564E+01   0.603300E+00   0.000000E+00   0.000000E+00  -0.277101E+01   0.390746E+00   0.000000E+00   0.000000E+00  -0.264544E+01   0.769114E+00   0.000000E+00   0.000000E+00  -0.283632E+01   0.851018E+00   0.000000E+00   0.000000E+00  -0.252867E+01   0.958782E+00   0.000000E+00   0.000000E+00  -0.264864E+01   0.974883E+00   0.000000E+00   0.000000E+00  -0.245152E+01   0.135491E+01   0.000000E+00   0.000000E+00
  -0.325258E+01  -0.278025E+01  -0.221768E+01  -0.306457E+01  -0.281759E+01  -0.278378E+01  -0.269415E+01  -0.252867E+01  -0.266814E+01  -0.234373E+01   0.112335E+03   0.165625E+01   0.390316E+00   0.433816E+00   0.716081E+00   0.495701E+00   0.525630E+00   0.567946E+00   0.944044E+00   0.979248E+00   0.103085E+01   0.123514E+01   0.192881E+03   0.167957E+01   0.480966E+00   0.394769E-02  -0.136612E+04  -0.278025E+01   0.433816E+00   0.000000E+00   0.000000E+00  -0.221768E+01   0.716081E+00   0.000000E+00   0.000000E+00  -0.306457E+01   0.495701E+00   0.000000E+00   0.000000E+00  -0.281759E+01   0.525630E+00   0.000000E+00   0.000000E+00  -0.278378E+01   0.567946E+00   0.000000E+00   0.000000E+00  -0.269415E+01   0.944044E+00   0.000000E+00   0.000000E+00  -0.252867E+01   0.979248E+00   0.000000E+00   0.000000E+00  -0.266814E+01   0.103085E+01   0.000000E+00   0.000000E+00  -0.234373E+01   0.123514E+01   0.000000E+00   0.000000E+00
  -0.255022E+01  -0.301870E+01  -0.215372E+01  -0.301234E+01  -0.285058E+01  -0.275956E+01  -0.266190E+01  -0.252258E+01  -0.265944E+01  -0.234373E+01   0.110874E+03   0.164679E+01   0.685899E+00   0.214778E+00   0.773138E+00   0.460476E+00   0.657785E+00   0.649389E+00   0.901218E+00   0.905462E+00   0.946305E+00   0.115640E+01   0.200103E+03   0.163202E+01   0.268248E+01   0.785085E-02  -0.136915E+04  -0.301870E+01   0.214778E+00   0.000000E+00   0.000000E+00  -0.215372E+01   0.773138E+00   0.000000E+00   0.000000E+00  -0.301234E+01   0.460476E+00   0.000000E+00   0.000000E+00  -0.285058E+01   0.657785E+00   0.000000E+00   0.000000E+00  -0.275956E+01   0.649389E+00   0.000000E+00   0.000000E+00  -0.266190E+01   0.901218E+00   0.000000E+00   0.000000E+00  -0.252258E+01   0.905462E+00   0.000000E+00   0.000000E+00  -0.265944E+01   0.946305E+00   0.000000E+00   0.000000E+00  -0.234373E+01   0.115640E+01   0.000000E+00   0.000000E+00
