X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.160000E+01   0.160000E+01   0.122500E+04   0.122500E+04   0.126769E+04  -0.426915E+02  -0.696418E+00
   0.190000E+01   0.190000E+01   0.147000E+04   0.147000E+04   0.149315E+04  -0.231479E+02  -0.314709E+00
   0.190000E+01   0.190000E+01   0.147500E+04   0.147500E+04   0.149315E+04  -0.181479E+02  -0.245896E+00
   0.166000E+01   0.166000E+01   0.127500E+04   0.127500E+04   0.131058E+04  -0.355817E+02  -0.557693E+00
   0.164000E+01   0.164000E+01   0.125500E+04   0.125500E+04   0.129616E+04  -0.411581E+02  -0.655366E+00
   0.158000E+01   0.158000E+01   0.125500E+04   0.125500E+04   0.125365E+04   0.134914E+01   0.214833E-01
   0.158000E+01   0.158000E+01   0.126000E+04   0.126000E+04   0.125365E+04   0.634914E+01   0.100701E+00
   0.119000E+01   0.119000E+01   0.995000E+03   0.995000E+03   0.100831E+04  -0.133068E+02  -0.267217E+00
   0.120000E+01   0.120000E+01   0.102000E+04   0.102000E+04   0.101383E+04   0.617113E+01   0.120892E+00
   0.134000E+01   0.134000E+01   0.108500E+04   0.108500E+04   0.109580E+04  -0.107957E+02  -0.198822E+00
   0.129000E+01   0.129000E+01   0.103500E+04   0.103500E+04   0.106558E+04  -0.305769E+02  -0.590300E+00
   0.780000E+00   0.780000E+00   0.820000E+03   0.820000E+03   0.814215E+03   0.578540E+01   0.140952E+00
   0.800000E+00   0.800000E+00   0.815000E+03   0.815000E+03   0.823084E+03  -0.808431E+01  -0.198164E+00
   0.550000E+00   0.550000E+00   0.733000E+03   0.733000E+03   0.715025E+03   0.179753E+02   0.489872E+00
   0.800000E+00   0.800000E+00   0.825000E+03   0.825000E+03   0.823084E+03   0.191569E+01   0.463899E-01
   0.230000E+00   0.230000E+00   0.565000E+03   0.565000E+03   0.585813E+03  -0.208128E+02  -0.735516E+00
   0.260000E+00   0.260000E+00   0.590000E+03   0.590000E+03   0.597483E+03  -0.748294E+01  -0.253266E+00
   0.250000E+00   0.250000E+00   0.572000E+03   0.572000E+03   0.593583E+03  -0.215826E+02  -0.753400E+00
   0.380000E+00   0.380000E+00   0.627000E+03   0.627000E+03   0.645087E+03  -0.180873E+02  -0.576096E+00
   0.250000E+00   0.250000E+00   0.585000E+03   0.585000E+03   0.593583E+03  -0.858258E+01  -0.292962E+00
   0.300000E+00   0.300000E+00   0.595000E+03   0.595000E+03   0.613187E+03  -0.181873E+02  -0.610384E+00
   0.254000E+01   0.254000E+01   0.204000E+04   0.204000E+04   0.205792E+04  -0.179169E+02  -0.175551E+00
   0.242000E+01   0.242000E+01   0.192000E+04   0.192000E+04   0.194394E+04  -0.239359E+02  -0.249177E+00
   0.252000E+01   0.252000E+01   0.200000E+04   0.200000E+04   0.203867E+04  -0.386720E+02  -0.386481E+00
   0.250000E+01   0.250000E+01   0.199000E+04   0.199000E+04   0.201953E+04  -0.295258E+02  -0.197774E+00
   0.450000E+01   0.450000E+01   0.437000E+04   0.437000E+04   0.438029E+04  -0.102875E+02  -0.313821E-01
   0.447000E+01   0.447000E+01   0.439000E+04   0.439000E+04   0.433870E+04   0.512979E+02   0.155772E+00
   0.442000E+01   0.442000E+01   0.437000E+04   0.437000E+04   0.426979E+04   0.100215E+03   0.305707E+00
   0.440000E+01   0.440000E+01   0.427000E+04   0.427000E+04   0.424236E+04   0.276435E+02   0.863016E-01
   0.438000E+01   0.438000E+01   0.427000E+04   0.427000E+04   0.421501E+04   0.549936E+02   0.171687E+00
   0.309000E+01   0.309000E+01   0.268000E+04   0.268000E+04   0.262461E+04   0.553942E+02   0.275531E+00
   0.307000E+01   0.307000E+01   0.255000E+04   0.255000E+04   0.260277E+04  -0.527680E+02  -0.413638E+00
   0.304000E+01   0.304000E+01   0.258000E+04   0.258000E+04   0.257018E+04   0.981875E+01   0.760740E-01
   0.304000E+01   0.304000E+01   0.254000E+04   0.254000E+04   0.257018E+04  -0.301813E+02  -0.237518E+00
   0.310000E+01   0.310000E+01   0.268000E+04   0.268000E+04   0.263556E+04   0.444414E+02   0.331483E+00
   0.308000E+01   0.308000E+01   0.269000E+04   0.269000E+04   0.261368E+04   0.763244E+02   0.567184E+00
   0.120000E+01   0.120000E+01   0.104000E+04   0.104000E+04   0.101383E+04   0.261711E+02   0.502848E+00
   0.116000E+01   0.116000E+01   0.102000E+04   0.102000E+04   0.992041E+03   0.279591E+02   0.547729E+00
   0.780000E+00   0.780000E+00   0.845000E+03   0.845000E+03   0.814215E+03   0.307854E+02   0.727894E+00
   0.820000E+00   0.820000E+00   0.865000E+03   0.865000E+03   0.831993E+03   0.330072E+02   0.762401E+00
   0.800000E-01   0.800000E-01   0.528000E+03   0.528000E+03   0.528866E+03  -0.865747E+00  -0.327367E-01
   0.000000E+00   0.000000E+00   0.508000E+03   0.508000E+03   0.499461E+03   0.853851E+01   0.335564E+00
  -0.700000E-01  -0.700000E-01   0.507000E+03   0.507000E+03   0.474292E+03   0.327075E+02   0.128803E+01
  -0.400000E-01  -0.400000E-01   0.495000E+03   0.495000E+03   0.485015E+03   0.998512E+01   0.402702E+00
   0.880000E+00   0.880000E+00   0.875000E+03   0.875000E+03   0.858950E+03   0.160502E+02   0.366486E+00
   0.100000E+01   0.100000E+01   0.930000E+03   0.930000E+03   0.913899E+03   0.161006E+02   0.345913E+00
   0.380000E+01   0.380000E+01   0.346000E+04   0.346000E+04   0.345679E+04   0.320528E+01   0.185188E-01
   0.384000E+01   0.384000E+01   0.350000E+04   0.350000E+04   0.350688E+04  -0.687931E+01  -0.392916E-01
   0.248000E+01   0.248000E+01   0.205000E+04   0.205000E+04   0.200048E+04   0.495213E+02   0.482860E+00
   0.247000E+01   0.247000E+01   0.199000E+04   0.199000E+04   0.199099E+04  -0.992422E+00  -0.996810E-02
   0.328000E+01   0.328000E+01   0.289000E+04   0.289000E+04   0.283654E+04   0.534590E+02   0.369776E+00
   0.338000E+01   0.338000E+01   0.301000E+04   0.301000E+04   0.295130E+04   0.587031E+02   0.389864E+00
   0.431000E+01   0.431000E+01   0.406000E+04   0.406000E+04   0.411990E+04  -0.599042E+02  -0.294957E+00
   0.422000E+01   0.422000E+01   0.391000E+04   0.391000E+04   0.399906E+04  -0.890616E+02  -0.455340E+00
   0.154000E+01   0.154000E+01   0.126000E+04   0.126000E+04   0.122596E+04   0.340382E+02   0.539878E+00
   0.158000E+01   0.158000E+01   0.129500E+04   0.129500E+04   0.125365E+04   0.413491E+02   0.638124E+00
