"h" "inf" "sup" "maxpost" "period"
"261" -1.4 0 159.78 0 1
"262" -1.39 0 147.67 0 1
"263" -1.38 0 152.48 0 1
"264" -1.37 0 157.49 0 1
"265" -1.36 0 160.26 0 1
"266" -1.35 0 155.92 0 1
"267" -1.34 0 149.58 0 1
"268" -1.33 0 151.16 0 1
"269" -1.32 0 157.3 0 1
"270" -1.31 0 156.35 0 1
"271" -1.3 0 158.66 0 1
"272" -1.29 0 156.98 0 1
"273" -1.28 0 148.57 0 1
"274" -1.27 0 156.39 0 1
"275" -1.26 0 161.55 0 1
"276" -1.25 0 150.49 0 1
"277" -1.24 0 167.02 0 1
"278" -1.23 0 154.04 0 1
"279" -1.22 0 154.19 0 1
"280" -1.21 0 158.16 0 1
"281" -1.2 0 160.1 0 1
"282" -1.19 0 157.22 0 1
"283" -1.18 0 154.45 0 1
"284" -1.17 0 162.03 0 1
"285" -1.16 0 152.1 0 1
"286" -1.15 0 153.19 0 1
"287" -1.14 0 149.96 0 1
"288" -1.13 0 162.93 0 1
"289" -1.12 0 159.26 0 1
"290" -1.11 0 154.88 0 1
"291" -1.1 0 153.37 0 1
"292" -1.09 0 152.29 0 1
"293" -1.08 0 159.43 0 1
"294" -1.07 0 148.3 0 1
"295" -1.06 0 146.31 0 1
"296" -1.05 0 155.35 0 1
"297" -1.04 0 157.22 0 1
"298" -1.03 0 146.9 0 1
"299" -1.02 0 152.04 0 1
"300" -1.01 0 157 0 1
"301" -1 0 148.27 0 1
"302" -0.99 0 158.45 0 1
"303" -0.98 0 159.58 0 1
"304" -0.97 0 156.89 0 1
"305" -0.96 0 149.7 0 1
"306" -0.95 0 163.3 0 1
"307" -0.94 0 162.18 0 1
"308" -0.93 0 158.54 0 1
"309" -0.92 0 156.38 0 1
"310" -0.91 0 154.56 0 1
"311" -0.9 0 156.82 0 1
"312" -0.89 0 154.9 0 1
"313" -0.88 0 145.28 0 1
"314" -0.87 0 159.86 0 1
"315" -0.86 0 158.03 0 1
"316" -0.85 0 158.59 0 1
"317" -0.84 0 154.89 0 1
"318" -0.83 0 162.78 0 1
"319" -0.82 0 158.81 0 1
"320" -0.81 0 150.39 0 1
"321" -0.8 0 157.12 0 1
"322" -0.79 0 166.43 0 1
"323" -0.78 0 153.6 0 1
"324" -0.77 0 151.5 0 1
"325" -0.76 0 161.93 0 1
"326" -0.75 0 156.72 0 1
"327" -0.74 0 157.38 0 1
"328" -0.73 0 154.91 0 1
"329" -0.72 0 157.54 0 1
"330" -0.71 0 154.55 0 1
"331" -0.7 0 159.38 0 1
"332" -0.69 0 156.48 0 1
"333" -0.68 0 153.42 0 1
"334" -0.67 0 161.22 0 1
"335" -0.66 0 154.61 0 1
"336" -0.65 0 153.27 0 1
"337" -0.64 0 156.07 0 1
"338" -0.63 0 158.15 0 1
"339" -0.62 0 158 0 1
"340" -0.61 0 155.96 0 1
"341" -0.6 0 158.69 0 1
"342" -0.59 0 150.59 0 1
"343" -0.58 0 160.74 0 1
"344" -0.57 0 156.76 0 1
"345" -0.56 0 156.95 0 1
"346" -0.55 0 155.71 0 1
"347" -0.54 0 160.32 0 1
"348" -0.53 0 152.11 0 1
"349" -0.52 0 158.83 0 1
"350" -0.51 0 155.33 0 1
"351" -0.5 0 154.44 0 1
"352" -0.49 0 149.4 0 1
"353" -0.48 0 163.2 0 1
"354" -0.47 0 155.6 0 1
"355" -0.46 0 160.97 0 1
"356" -0.45 0 165.06 0 1
"357" -0.44 0 157.19 0 1
"358" -0.43 0 163.29 0 1
"359" -0.42 0 153.72 0 1
"360" -0.41 0 168.86 0 1
"361" -0.4 0 163.85 0 1
"362" -0.39 0 169.22 0 1
"363" -0.38 0 159.9 0 1
"364" -0.37 0 161.15 0 1
"365" -0.36 0 170.25 0 1
"366" -0.35 0 159.07 0 1
"367" -0.34 0 165.49 0 1
"368" -0.33 0 161.39 0 1
"369" -0.32 0 175.37 0 1
"370" -0.31 0 169.12 0 1
"371" -0.3 0 165.95 0 1
"372" -0.29 0 171.04 0 1
"373" -0.28 0 176.57 0 1
"374" -0.27 0 168.07 0 1
"375" -0.26 0 175.86 0.09 1
"376" -0.25 0 176.12 0.32 1
"377" -0.24 0 181 0.64 1
"378" -0.23 0 176.36 1.04 1
"379" -0.22 0 180.02 1.51 1
"380" -0.21 0 184.56 2.04 1
"381" -0.2 0 180.99 2.62 1
"382" -0.19 0 185.35 3.26 1
"383" -0.18 0 193.31 3.95 1
"384" -0.17 0 189.15 4.68 1
"385" -0.16 0 189.81 5.47 1
"386" -0.15 0 190.12 6.29 1
"387" -0.14 0 187.76 7.16 1
"388" -0.13 0 197.98 8.07 1
"389" -0.12 0 190.26 9.02 1
"390" -0.11 0 192.85 10.01 1
"391" -0.1 0 205.25 11.03 1
"392" -0.09 0 194.19 12.1 1
"393" -0.08 0 201.43 13.19 1
"394" -0.07 0 196.41 14.33 1
"395" -0.06 0 203.82 15.5 1
"396" -0.05 0 203.47 16.7 1
"397" -0.04 0 207.81 17.93 1
"398" -0.03 0 205.63 19.2 1
"399" -0.02 0 207.9 20.5 1
"400" -0.01 0 211.83 21.83 1
"401" 0 0 213.55 23.19 1
"402" 0.01 0 210.23 24.58 1
"403" 0.02 0 218.5 26 1
"404" 0.03 0 224.26 27.45 1
"405" 0.04 0 218.49 28.93 1
"406" 0.05 0 224.09 30.44 1
"407" 0.06 0 221.38 31.98 1
"408" 0.07 0 230.06 33.55 1
"409" 0.08 0 233.74 35.14 1
"410" 0.09 0 239.44 36.76 1
"411" 0.1 0 236.37 38.41 1
"412" 0.11 0 240.56 40.08 1
"413" 0.12 0 240.95 41.78 1
"414" 0.13 0 244.98 43.51 1
"415" 0.14 0 239.6 45.26 1
"416" 0.15 0 248.38 47.04 1
"417" 0.16 0 244.29 48.84 1
"418" 0.17 0 250.56 50.67 1
"419" 0.18 0 248.31 52.52 1
"420" 0.19 0 259.64 54.4 1
"421" 0.2 0 252.32 56.3 1
"422" 0.21 0 263.4 58.23 1
"423" 0.22 0 258.69 60.18 1
"424" 0.23 0 259.01 62.15 1
"425" 0.24 0 272.34 64.15 1
"426" 0.25 0 272.37 66.17 1
"427" 0.26 0 270.39 68.22 1
"428" 0.27 0 275.73 70.28 1
"429" 0.28 0 273.37 72.38 1
"430" 0.29 0 283.87 74.49 1
"431" 0.3 0 284.92 76.62 1
"432" 0.31 0 286.64 78.78 1
"433" 0.32 0 283.23 80.96 1
"434" 0.33 0 292.8 83.17 1
"435" 0.34 0 301.08 85.39 1
"436" 0.35 0 308.74 87.64 1
"437" 0.36 0 298.5 89.9 1
"438" 0.37 0 299.9 92.19 1
"439" 0.38 0 301.3 94.5 1
"440" 0.39 0 311.88 96.84 1
"441" 0.4 0 305.9 99.19 1
"442" 0.41 0 313.44 101.56 1
"443" 0.42 0 322.83 103.96 1
"444" 0.43 0 326.98 106.37 1
"445" 0.44 0 326.6 108.81 1
"446" 0.45 0 328.89 111.26 1
"447" 0.46 0 336.61 113.74 1
"448" 0.47 0 328.53 116.24 1
"449" 0.48 0 345.05 118.75 1
"450" 0.49 0 336.31 121.29 1
"451" 0.5 0 338.31 123.85 1
"452" 0.51 0 338.56 126.43 1
"453" 0.52 0 350.29 129.02 1
"454" 0.53 0 349.97 131.64 1
"455" 0.54 0 353.12 134.27 1
"456" 0.55 0 364.74 136.93 1
"457" 0.56 0 353.31 139.6 1
"458" 0.57 0 360.82 142.3 1
"459" 0.58 3.27 364.72 145.01 1
"460" 0.59 11.68 370.07 147.74 1
"461" 0.6 7.64 372.43 150.49 1
"462" 0.61 5.34 366.93 153.26 1
"463" 0.62 9.81 376.67 156.05 1
"464" 0.63 0.83 390.2 158.85 1
"465" 0.64 25.63 380.6 161.68 1
"466" 0.65 18.34 385.42 164.52 1
"467" 0.66 12.86 394.39 167.38 1
"468" 0.67 23.02 392.1 170.26 1
"469" 0.68 27.15 408.77 173.16 1
"470" 0.69 26.82 403.36 176.08 1
"471" 0.7 28.06 402.36 179.01 1
"472" 0.71 43.88 408.27 181.97 1
"473" 0.72 43.98 406.67 184.94 1
"474" 0.73 45.11 419.76 187.93 1
"475" 0.74 38.8 416.26 190.93 1
"476" 0.75 52.28 426.77 193.96 1
"477" 0.76 55.19 422.44 197 1
"478" 0.77 50.92 436.2 200.06 1
"479" 0.78 59.72 432.01 203.13 1
"480" 0.79 58.81 445.49 206.23 1
"481" 0.8 64.8 439.8 209.34 1
"482" 0.81 69.79 446.45 212.47 1
"483" 0.82 66.1 446.33 215.61 1
"484" 0.83 63.39 441.86 218.78 1
"485" 0.84 73.33 453.25 221.96 1
"486" 0.85 66.43 462.61 225.15 1
"487" 0.86 73.17 464.39 228.37 1
"488" 0.87 79.73 457.11 231.6 1
"489" 0.88 79.58 469.44 234.85 1
"490" 0.89 82.67 470.99 238.11 1
"491" 0.9 105.67 482.73 241.4 1
"492" 0.91 99.5 481.16 244.69 1
"493" 0.92 105.3 480.82 248.01 1
"494" 0.93 98.4 487.81 251.34 1
"495" 0.94 115.32 500.66 254.69 1
"496" 0.95 111.87 492.14 258.05 1
"497" 0.96 104.8 502.21 261.43 1
"498" 0.97 121.84 506.27 264.83 1
"499" 0.98 115.96 503.64 268.24 1
"500" 0.99 128.8 500.35 271.67 1
"501" 1 126.72 518.5 275.12 1
"502" 1.01 134.71 517.38 278.58 1
"503" 1.02 132.42 524.47 282.06 1
"504" 1.03 140.26 525.21 285.55 1
"505" 1.04 133.3 533.01 289.06 1
"506" 1.05 149.91 537.99 292.59 1
"507" 1.06 144.97 540.08 296.13 1
"508" 1.07 146.43 540.11 299.69 1
"509" 1.08 158 546.51 303.26 1
"510" 1.09 160.39 547.34 306.85 1
"511" 1.1 151.94 560.76 310.46 1
"512" 1.11 161.65 556.92 314.08 1
"513" 1.12 172.1 552.5 317.71 1
"514" 1.13 173.84 567.23 321.37 1
"515" 1.14 186.8 567.73 325.03 1
"516" 1.15 184.53 569.67 328.72 1
"517" 1.16 180.01 574.72 332.41 1
"518" 1.17 193.94 578.31 336.13 1
"519" 1.18 190.08 589.2 339.86 1
"520" 1.19 193.9 590.8 343.6 1
"521" 1.2 205.89 587.41 347.36 1
"522" 1.21 207.19 591.77 351.13 1
"523" 1.22 202.56 602.6 354.92 1
"524" 1.23 214.06 608.99 358.73 1
"525" 1.24 215.64 613.88 362.55 1
"526" 1.25 217.89 611.29 366.38 1
"527" 1.26 227.22 620.01 370.23 1
"528" 1.27 230.95 620.37 374.1 1
"529" 1.28 232.24 631.92 377.98 1
"530" 1.29 234.07 629.27 381.87 1
"531" 1.3 240.35 636.03 385.78 1
"532" 1.31 247.66 641.07 389.7 1
"533" 1.32 247.66 640.04 393.64 1
"534" 1.33 248.85 648.5 397.6 1
"535" 1.34 255.85 658.8 401.57 1
"536" 1.35 260.65 656.68 405.55 1
"537" 1.36 260.09 661.59 409.55 1
"538" 1.37 266.75 674.56 413.56 1
"539" 1.38 275.91 665.97 417.58 1
"540" 1.39 271.49 664.44 421.63 1
"541" 1.4 283.48 673.96 425.68 1
"542" 1.41 285.56 675.48 429.75 1
"543" 1.42 285.33 679.1 433.84 1
"544" 1.43 297.4 686.89 437.93 1
"545" 1.44 299.22 697.91 442.05 1
"546" 1.45 312.9 707.25 446.17 1
"547" 1.46 303.73 706.17 450.32 1
"548" 1.47 311.14 703.14 454.47 1
"549" 1.48 315.88 717.8 458.64 1
"550" 1.49 322.76 718.05 462.83 1
"551" 1.5 332.3 724.79 467.02 1
"552" 1.51 336.89 721.53 471.24 1
"553" 1.52 335.2 726.7 475.89 1
"554" 1.53 351.06 731.97 480.72 1
"555" 1.54 344.34 742.32 485.58 1
"556" 1.55 350.57 746.6 490.45 1
"557" 1.56 346.06 746.23 495.34 1
"558" 1.57 356.73 756.3 500.25 1
"559" 1.58 354.12 757.4 505.18 1
"560" 1.59 366.45 759.16 510.13 1
"561" 1.6 353.37 765.16 515.1 1
"562" 1.61 375.86 761.02 520.08 1
"563" 1.62 386.39 781.08 525.09 1
"564" 1.63 382.25 776.82 530.11 1
"565" 1.64 394.39 787.14 535.16 1
"566" 1.65 386.09 789.21 540.22 1
"567" 1.66 394.6 804.27 545.3 1
"568" 1.67 398.11 794.77 550.4 1
"569" 1.68 412.83 802.59 555.51 1
"570" 1.69 418.11 818.7 560.65 1
"571" 1.7 420.4 820.99 565.81 1
"572" 1.71 415.89 822.32 570.98 1
"573" 1.72 428.48 819.8 576.17 1
"574" 1.73 431.91 833.86 581.38 1
"575" 1.74 433.3 839.46 586.61 1
"576" 1.75 438.12 836.78 591.86 1
"577" 1.76 448.97 846.91 597.12 1
"578" 1.77 444.44 850.82 602.41 1
"579" 1.78 456.78 845.79 607.71 1
"580" 1.79 459.73 853.35 613.03 1
"581" 1.8 459.51 865.87 618.37 1
"582" 1.81 468.21 869.59 623.72 1
"583" 1.82 479.08 882.89 629.1 1
"584" 1.83 474.79 884.67 634.49 1
"585" 1.84 487.35 888.2 639.9 1
"586" 1.85 477.58 889.58 645.33 1
"587" 1.86 499.97 889.26 650.78 1
"588" 1.87 509.72 896.96 656.24 1
"589" 1.88 504.63 909.86 661.72 1
"590" 1.89 513.67 906.02 667.22 1
"591" 1.9 510.32 920.76 672.74 1
"592" 1.91 520.36 919.33 678.28 1
"593" 1.92 530.25 927.4 683.83 1
"594" 1.93 538.53 930.39 689.41 1
"595" 1.94 535.02 936.35 695 1
"596" 1.95 541.95 940.65 700.6 1
"597" 1.96 547.65 944.12 706.23 1
"598" 1.97 562.63 945.82 711.87 1
"599" 1.98 557.02 955.19 717.53 1
"600" 1.99 565.57 960.2 723.21 1
"601" 2 569.67 968.34 728.91 1
"602" 2.01 573.92 983.95 734.62 1
"603" 2.02 588.98 983.8 740.35 1
"604" 2.03 592.58 982.48 746.1 1
"605" 2.04 594.88 987.94 751.86 1
"606" 2.05 589.38 980.02 757.65 1
"607" 2.06 600.39 999.44 763.45 1
"608" 2.07 587.67 1007.72 769.26 1
"609" 2.08 610.06 1004.8 775.1 1
"610" 2.09 612.29 1016.52 780.95 1
"611" 2.1 622.18 1022.05 786.82 1
"612" 2.11 625.93 1039.9 792.71 1
"613" 2.12 637.9 1028.18 798.61 1
"614" 2.13 632.17 1041.81 804.53 1
"615" 2.14 642.29 1046.76 810.47 1
"616" 2.15 650.64 1047.24 816.43 1
"617" 2.16 651.07 1042.37 822.4 1
"618" 2.17 658.17 1053.01 828.39 1
"619" 2.18 666.46 1067.79 834.4 1
"620" 2.19 679.2 1073.61 840.42 1
"621" 2.2 679.66 1077.2 846.46 1
"622" 2.21 673.63 1078.02 852.52 1
"623" 2.22 677.75 1080.7 858.6 1
"624" 2.23 693.74 1100.01 864.69 1
"625" 2.24 703.86 1100.01 870.8 1
"626" 2.25 707.83 1102.74 876.92 1
"627" 2.26 709.27 1104.04 883.07 1
"628" 2.27 709.06 1109.73 889.23 1
"629" 2.28 723.27 1115.5 895.4 1
"630" 2.29 736.11 1127.83 901.6 1
"631" 2.3 727.84 1126.35 907.81 1
"632" 2.31 740.45 1138.01 914.03 1
"633" 2.32 750.08 1137.49 920.28 1
"634" 2.33 749.97 1136.91 926.54 1
"635" 2.34 752.19 1160.54 932.81 1
"636" 2.35 759.28 1155.19 939.11 1
"637" 2.36 762.24 1167.61 945.42 1
"638" 2.37 779.08 1172.05 951.74 1
"639" 2.38 780.53 1180.93 958.08 1
"640" 2.39 783.66 1190.73 964.44 1
"641" 2.4 795.14 1180.33 970.82 1
"642" 2.41 792.64 1188.3 977.21 1
"643" 2.42 801.28 1196.47 983.62 1
"644" 2.43 816.05 1203.73 990.05 1
"645" 2.44 814.13 1218.29 996.49 1
"646" 2.45 825.96 1221.98 1002.95 1
"647" 2.46 827.2 1222.57 1009.42 1
"648" 2.47 829.57 1231.08 1015.91 1
"649" 2.48 840.04 1239.29 1022.42 1
"650" 2.49 839.39 1237.79 1028.95 1
"651" 2.5 848.08 1240.51 1035.49 1
"652" 2.51 852.67 1251.66 1042.04 1
"653" 2.52 860.43 1256.4 1048.61 1
"654" 2.53 863.29 1264.93 1055.2 1
"655" 2.54 878.37 1271.94 1061.81 1
"656" 2.55 886.4 1283.56 1068.43 1
